"","study","country","ageGroup","framing","itemSet","subid","dateOfTest","durationOfTest","gender","religion","repeated","comments","sequence","phase","trialNum","factCat","factSub","factText","questionCat","questionSub","questionText","response"
"3273","4","india","adults","do you think...?","cb1","R_5yVKGH0ztPSUL65",2014-06-25 21:17:00,6,"male","hinduism","no",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",0.5
"3274","4","india","adults","do you think...?","cb1","R_5yVKGH0ztPSUL65",2014-06-25 21:17:00,6,"male","hinduism","no",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",-0.5
"3275","4","india","adults","do you think...?","cb1","R_5yVKGH0ztPSUL65",2014-06-25 21:17:00,6,"male","hinduism","no",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",0.5
"3276","4","india","adults","do you think...?","cb1","R_5yVKGH0ztPSUL65",2014-06-25 21:17:00,6,"male","hinduism","no",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",1.5
"3277","4","india","adults","do you think...?","cb1","R_5yVKGH0ztPSUL65",2014-06-25 21:17:00,6,"male","hinduism","no",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-0.5
"3278","4","india","adults","do you think...?","cb1","R_5yVKGH0ztPSUL65",2014-06-25 21:17:00,6,"male","hinduism","no",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",0.5
"3279","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3280","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"3281","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3282","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",0.5
"3283","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-1.5
"3284","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",-1.5
"3285","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",1.5
"3286","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",-1.5
"3287","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"3288","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-1.5
"3289","4","india","adults","do you think...?","cb1","R_8JpDIsDIHXLgFw1",2014-06-25 20:21:00,7,"male","hinduism","no","Interesting One.","3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",0.5
"3290","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3291","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"3292","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3293","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",0.5
"3294","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-1.5
"3295","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",-1.5
"3296","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",-0.5
"3297","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",-1.5
"3298","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"3299","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-1.5
"3300","4","india","adults","do you think...?","cb1","R_9Nzf48gTiYhVmgR",2014-06-25 22:58:00,5,"male","hinduism","no",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",0.5
"3301","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3302","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",-1.5
"3303","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3304","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",-0.5
"3305","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-1.5
"3306","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",0.5
"3307","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"3308","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",0.5
"3309","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",-1.5
"3310","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",0.5
"3311","4","india","adults","do you think...?","cb1","R_9tAKs7uiqmmDSuN",2014-06-26 00:48:00,4,"male","jainism","no",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",-1.5
"3312","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","practice",1,NA,NA,"is purple",NA,NA,"is green",0.5
"3313","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",-0.5
"3314","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3315","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",-1.5
"3316","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-0.5
"3317","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",0.5
"3318","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"3319","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",0.5
"3320","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"3321","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",0.5
"3322","4","india","adults","do you think...?","cb1","R_bD68bazHIu2lejH",2014-06-25 23:14:00,6,"female","christianity","yes",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",1.5
"3323","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3324","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3325","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",-0.5
"3326","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",0.5
"3327","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-1.5
"3328","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",-1.5
"3329","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"3330","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",-1.5
"3331","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"3332","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-1.5
"3333","4","india","adults","do you think...?","cb1","R_bOceZGCjZNggljD",2014-06-25 22:13:00,4,"male","christianity","no",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",0.5
"3334","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3335","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3336","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3337","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",-0.5
"3338","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-0.5
"3339","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",-0.5
"3340","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"3341","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",0.5
"3342","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"3343","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",0.5
"3344","4","india","adults","do you think...?","cb1","R_bQIUbicP96BP1mB",2014-06-25 22:16:00,6,"male","hinduism","no",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",0.5
"3345","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3346","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3347","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3348","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",0.5
"3349","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",-1.5
"3350","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",-1.5
"3351","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"3352","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",-0.5
"3353","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"3354","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-0.5
"3355","4","india","adults","do you think...?","cb1","R_e39DSoF0fmJN3Zr",2014-06-25 20:52:00,5,"male","hinduism","no",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",0.5
"3356","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3357","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","practice",2,NA,NA,"is walking around",NA,NA,"has legs",0.5
"3358","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",-1.5
"3359","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",4,"affect","negative","feels sad right now","perception","vision","can see what the box looks like",-1.5
"3360","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",5,"perception","hearing","can hear what's going on around it","inanimacy","glass_clay","is made out of glass",0.5
"3361","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",6,"inanimacy","metal_plastic","is made out of plastic","affect","negative","can be in a bad mood sometimes",-1.5
"3362","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",7,"autonomy","noise","is making noises all by itself","autonomy","movement","can move itself around the box",0.5
"3363","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",8,"affect","positive","is in a good mood right now","inanimacy","metal_plastic","is made out of metal",0.5
"3364","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",9,"perception","vision","can see me","perception","hearing","can hear me",0.5
"3365","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",10,"inanimacy","glass_clay","is made out of clay","autonomy","noise","can make sounds on its own",-1.5
"3366","4","india","adults","do you think...?","cb1","R_exhgNaGy9vo2VuZ",2014-06-25 20:16:00,14,"male","hinduism","no",NA,"3","test",11,"autonomy","movement","is moving itself from one side of the box to the other","affect","positive","can feel happy sometimes",-0.5
"3367","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","practice",1,NA,NA,"is purple",NA,NA,"is green",1.5
"3368","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"3369","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",0.5
"3370","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",0.5
"3371","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",0.5
"3372","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",0.5
"3373","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",-0.5
"3374","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",-0.5
"3375","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",-0.5
"3376","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-0.5
"3377","4","india","adults","do you think...?","cb1","R_01CmPlK7oSmoKJT",2014-06-25 22:44:00,5,"male","hinduism","unsure",NA,"4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",1.5
"3378","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3379","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"3380","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",1.5
"3381","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",0.5
"3382","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",-1.5
"3383","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",0.5
"3384","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",-1.5
"3385","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",0.5
"3386","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",-1.5
"3387","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-1.5
"3388","4","india","adults","do you think...?","cb1","R_1SQmi3SwioBrX1j",2014-06-25 22:33:00,11,"male","non-religious","no",NA,"4","test",11,"affect","positive","feels happy right now","perception","vision","can see me",1.5
"3389","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","practice",1,NA,NA,"is purple",NA,NA,"is green",-1.5
"3390","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","practice",2,NA,NA,"is walking around",NA,NA,"has legs",1.5
"3391","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","practice",3,NA,NA,"is made out of paper",NA,NA,"might rip sometime",-0.5
"3392","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",4,"autonomy","noise","is making noises all by itself","affect","positive","can be in a good mood sometimes",0.5
"3393","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",5,"inanimacy","metal_plastic","is made out of metal","autonomy","movement","can move itself from one side of the box to the other",0.5
"3394","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",6,"perception","vision","can see what the box looks like","perception","hearing","can hear what's going on around it",-0.5
"3395","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",7,"affect","negative","is in a bad mood right now","inanimacy","glass_clay","is made out of clay",-0.5
"3396","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",8,"autonomy","movement","is moving itself around the box","autonomy","noise","can make sounds on its own",0.5
"3397","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",9,"inanimacy","glass_clay","is made out of glass","affect","negative","can feel sad sometimes",-0.5
"3398","4","india","adults","do you think...?","cb1","R_2lW9xNxhGAqBw7b",2014-06-25 21:14:00,6,"male","hinduism","no",NA,"4","test",10,"perception","hearing","can hear me","inanimacy","metal_plastic","is made out of plastic",-1.5
